ID,bebidas,carnes,cereales,com_rapida,dulces,frutas,lacteos,leguminosas,miscelaneos,pescado,prod_maiz,sopas,verduras,Edad,Sexo,Entidad
200414406,7.67,6.0,1.66,2.0,9.0,3.0,2.67,2.0,1.0,2.0,0.0,1.5,16.0,21.0,1.0,2.0
200414502,7.04,2.0,10.75,3.33,14.3,1.0,3.66,1.0,2.0,5.0,3.0,0.5,6.43,12.0,2.0,2.0
200416801,20.17,2.75,5.0,0.0,1.5,3.25,4.0,1.0,0.0,0.0,4.0,1.0,5.07,19.0,1.0,2.0
200417203,2.0,1.0,3.75,2.0,2.0,0.5,1.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,2.0,2.0
200600202,3.0,5.0,0.75,0.0,0.0,5.5,3.75,1.0,0.13,0.0,2.0,0.0,3.25,67.0,2.0,2.0
200600405,9.5,7.25,13.25,3.0,5.83,6.0,6.67,0.66,7.0,0.0,10.0,0.0,5.0,20.0,2.0,2.0
200601701,7.29,4.0,6.5,3.0,2.0,1.0,6.0,3.5,0.0,2.0,3.0,1.0,9.5,50.0,1.0,2.0
200602001,7.33,6.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,4.0,4.0,2.0,9.0,49.0,1.0,2.0
200602003,10.17,3.0,1.25,0.0,15.0,2.0,3.5,2.0,0.0,0.0,7.0,1.0,7.0,17.0,1.0,2.0
200602802,4.0,8.0,2.0,1.0,0.75,4.83,2.0,4.0,3.0,4.0,6.0,2.0,9.01,32.0,2.0,2.0
200604502,3.0,13.0,13.0,0.0,4.0,2.0,1.0,1.5,1.0,4.0,0.0,5.0,0.0,15.0,1.0,2.0
300100501,4.87,10.5,6.0,0.5,3.0,8.5,3.0,0.5,2.25,1.0,4.0,0.0,12.0,62.0,1.0,3.0
300101101,13.35,8.0,5.0,4.0,2.25,13.0,4.0,2.0,0.0,0.0,3.0,2.0,12.0,47.0,1.0,3.0
300101202,3.38,8.55,0.5,0.0,4.0,1.0,1.0,0.5,1.0,1.0,4.0,0.0,11.63,30.0,2.0,3.0
300101601,4.94,10.0,5.0,1.0,6.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,10.03,70.0,1.0,3.0
300101701,15.41,10.0,6.529999999999999,2.0,9.0,5.0,12.0,6.0,2.0,2.0,6.0,7.0,13.0,,,
300102403,6.0,10.5,2.0,6.0,4.0,0.0,4.0,3.0,0.5,2.5,0.0,3.5,5.0,20.0,1.0,3.0
300102504,14.68,7.5,10.0,4.0,19.0,4.0,5.0,2.1,0.5,8.5,6.0,4.5,4.75,34.0,2.0,3.0
300102802,6.16,4.0,2.6,2.0,0.0,0.0,0.0,1.2,4.0,0.0,0.0,0.25,6.0,49.0,2.0,3.0
300103003,13.28,6.0,9.0,1.0,2.0,4.0,0.0,3.5,0.5,2.0,0.0,0.0,18.0,40.0,2.0,3.0
300103201,3.0,13.0,4.5,0.0,0.0,2.0,2.0,6.5,1.0,0.0,5.0,6.5,1.0,42.0,2.0,3.0
300103502,13.75,14.67,1.0,0.0,4.4,8.5,2.75,5.0,0.0,0.0,7.0,2.0,13.67,21.0,1.0,3.0
300204202,1.5,4.0,0.0,0.0,0.0,1.0,1.5,1.0,0.0,0.0,0.0,1.5,0.0,35.0,2.0,3.0
300204502,2.0,8.0,5.33,4.0,0.0,3.0,13.5,1.32,5.0,4.0,3.0,4.0,15.82,22.0,2.0,3.0
300205302,5.97,7.0,1.5,0.0,0.0,9.0,3.25,1.75,0.0,0.0,1.0,3.4,5.75,57.0,2.0,3.0
300205606,9.68,8.0,3.5,1.75,4.0,5.0,5.25,4.0,0.5,2.0,6.0,2.0,10.53,25.0,2.0,3.0
300206602,12.0,8.5,4.5,0.0,4.45,3.67,2.5,2.0,0.25,4.0,4.0,3.0,2.67,42.0,2.0,3.0
300300202,11.46,7.17,3.08,0.0,0.0,1.0,5.5,0.66,6.0,0.0,3.0,0.0,5.66,67.0,2.0,3.0
300301201,4.5,2.0,3.27,0.0,2.21,3.3,2.0,0.5,0.13,0.0,2.0,2.0,4.0,72.0,2.0,3.0
300301501,12.2,10.0,1.0,3.0,1.0,3.0,5.0,2.0,0.5,0.0,9.0,2.0,1.5,36.0,1.0,3.0
300301603,5.63,5.0,3.1,0.0,6.0,3.5,2.8,1.6,1.5,1.0,2.0,2.4,3.25,76.0,2.0,3.0
300301704,9.25,10.5,9.92,0.0,4.0,2.5,4.0,1.0,0.0,4.0,3.0,1.0,6.0,22.0,2.0,3.0
300301705,4.75,7.0,2.58,2.0,10.05,2.0,4.0,1.0,0.0,0.5,2.0,0.0,2.67,17.0,2.0,3.0
300302305,7.33,5.0,9.04,1.0,5.0,2.5,9.5,4.5,1.0,5.0,1.25,3.0,7.0,,,
300302704,10.17,9.0,7.4,1.0,8.0,2.0,0.0,1.5,1.0,0.0,0.0,2.0,3.5,16.0,2.0,3.0
300303201,16.42,7.66,10.42,5.0,6.6,10.8,2.5,3.0,0.5,2.25,5.0,3.0,17.41,53.0,1.0,3.0
300304303,12.35,8.0,6.0,5.0,5.75,2.42,0.5,1.12,0.0,4.25,0.0,0.5,7.12,29.0,2.0,3.0
300305002,13.21,3.0,9.2,3.0,3.62,8.5,2.0,1.0,2.0,2.0,5.0,3.0,18.57,44.0,2.0,3.0
300305601,16.19,1.75,2.0,3.0,1.0,1.5,3.0,1.0,0.0,0.0,0.0,1.0,6.0,60.0,1.0,3.0
300306303,12.85,19.0,7.0,3.0,5.0,2.33,2.0,1.0,9.0,2.0,2.0,2.0,16.27,,,
300306502,4.390000000000001,4.0,3.5,0.0,1.42,7.0,8.5,6.4,0.0,0.0,4.0,0.0,6.66,,,
300306701,7.0,6.0,3.75,1.0,2.25,7.33,4.04,4.0,2.0,0.5,0.0,1.0,12.5,74.0,1.0,3.0
300306801,7.12,7.0,5.0,0.0,1.5,10.7,6.0,3.5,2.0,7.5,0.0,1.0,23.03,63.0,1.0,3.0
300308103,2.25,4.0,0.25,1.0,0.0,6.0,2.75,3.5,1.0,0.0,3.0,1.0,8.76,43.0,1.0,3.0
300308104,6.08,3.25,1.75,2.0,7.0,3.33,4.5,1.0,1.0,0.0,3.0,0.0,8.66,18.0,1.0,3.0
300308401,16.0,5.0,0.5,3.0,2.0,8.0,0.0,2.0,0.0,0.0,3.0,2.0,12.0,36.0,1.0,3.0
300308902,11.0,16.0,11.86,7.0,14.0,7.0,7.26,4.2,9.5,2.0,6.5,2.8,15.41,47.0,2.0,3.0
300308903,8.91,6.0,9.0,5.0,11.5,8.0,3.75,2.0,1.0,1.0,6.0,2.0,8.1,19.0,2.0,3.0
300309003,11.25,3.0,4.5,2.0,3.55,1.02,4.0,1.2,2.75,0.0,5.0,0.0,9.33,27.0,1.0,3.0
300309202,2.5,4.75,9.5,0.0,2.0,4.0,0.66,0.0,0.0,0.5,2.0,1.0,7.66,33.0,2.0,3.0
300309602,2.74,4.0,1.0,1.0,0.0,1.5,2.0,0.0,0.0,5.0,0.0,0.0,16.5,42.0,2.0,3.0
300309701,6.25,10.33,5.5,0.0,9.0,2.0,5.5,1.0,4.0,0.0,2.0,2.0,22.0,41.0,1.0,3.0
300311601,4.25,6.5,2.2,3.0,1.0,2.0,1.0,7.6,0.25,0.0,0.0,3.0,0.0,64.0,2.0,3.0
300312502,20.32,2.0,5.5,11.0,7.5,4.0,9.0,0.0,1.0,6.0,6.0,0.0,0.0,24.0,1.0,3.0
300312601,11.03,8.0,2.5,2.5,0.5,7.0,7.5,0.5,2.0,0.0,0.0,1.0,13.0,35.0,1.0,3.0
300313101,5.14,13.0,5.01,3.0,3.0,4.0,3.0,3.0,4.75,5.0,4.0,2.0,18.0,69.0,2.0,3.0
300313201,9.91,6.0,10.31,1.0,4.25,2.0,8.0,2.0,3.0,0.0,1.0,5.0,18.5,41.0,2.0,3.0
300313401,17.97,17.67,3.5,5.0,2.0,2.5,1.0,1.32,0.0,1.0,0.0,1.0,13.0,40.0,1.0,3.0
300313501,17.42,9.0,9.0,4.0,1.0,6.0,4.0,8.0,0.0,1.0,6.0,6.0,17.17,31.0,1.0,3.0
300313801,9.57,6.0,3.0,3.0,0.0,9.0,2.0,0.0,1.0,1.0,0.0,4.0,6.0,47.0,1.0,3.0
300314801,24.07,16.5,4.0,9.0,2.1,0.0,9.33,3.0,2.0,0.0,9.0,3.0,27.0,30.0,1.0,3.0
300314803,6.58,6.0,6.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,14.0,12.0,1.0,3.0
300316002,2.04,5.5,1.5,4.0,5.0,1.0,3.0,2.0,0.0,0.0,4.0,2.0,5.0,45.0,2.0,3.0
300316301,4.0,3.0,0.5,1.0,0.5,2.0,5.0,2.0,0.0,4.0,0.0,2.0,4.0,77.0,1.0,3.0
300316401,22.58,11.0,15.8,9.0,9.0,1.0,4.0,8.8,2.0,1.0,3.0,1.0,14.5,45.0,1.0,3.0
300316501,6.15,11.5,2.8,1.0,4.5,2.0,2.0,1.0,2.0,4.0,2.0,0.0,11.3,48.0,1.0,3.0
300316602,2.75,6.5,11.05,0.0,4.25,0.0,4.25,1.66,0.0,0.0,2.0,1.75,4.25,18.0,2.0,3.0
300316702,10.0,11.0,5.2,2.0,8.5,4.8,2.0,6.6000000000000005,0.5,0.0,2.0,3.4,15.94,28.0,2.0,3.0
300318002,6.5,4.0,0.5,0.0,3.0,5.2,3.4,0.2,0.0,2.0,0.0,1.0,4.12,33.0,2.0,3.0
300318202,4.25,2.25,1.5,0.0,2.0,3.04,0.0,1.0,0.0,1.0,1.0,0.0,14.66,43.0,2.0,3.0
300800203,6.0,7.0,12.8,2.0,3.0,5.76,2.0,1.6,1.5,1.0,6.0,5.0,8.0,21.0,1.0,3.0
300800401,13.0,4.75,1.25,3.0,1.0,1.0,3.0,1.2,1.5,1.5,2.0,2.0,9.0,50.0,1.0,3.0
300800703,10.75,4.0,1.95,3.0,2.0,3.5,0.0,4.8,4.0,5.0,0.0,1.5,5.25,52.0,2.0,3.0
300801102,5.67,3.0,2.0,0.0,1.0,0.75,0.0,0.66,0.25,0.0,3.0,0.0,3.66,42.0,2.0,3.0
300801501,29.97,20.0,14.5,6.0,7.7,8.0,6.0,10.0,2.0,10.0,2.0,2.0,8.0,40.0,1.0,3.0
300802901,6.0,5.0,0.0,0.5,0.0,4.0,1.0,0.5,1.25,0.0,0.0,1.0,11.0,40.0,2.0,3.0
300802902,19.38,5.38,4.0,3.0,12.7,1.0,2.0,0.5,4.0,5.0,1.0,3.0,19.86,18.0,1.0,3.0
300803003,3.1500000000000004,6.0,1.83,2.5,10.5,7.5,1.75,2.25,0.5,4.5,2.0,1.0,12.64,14.0,2.0,3.0
300805102,14.02,3.0,3.0,4.0,3.5,2.25,3.25,2.0,0.0,2.75,5.5,0.0,14.36,38.0,2.0,3.0
300806102,24.24,7.5,8.75,10.0,13.5,2.0,3.0,2.0,1.5,1.0,4.0,5.0,7.25,19.0,1.0,3.0
300807101,10.75,11.5,1.25,0.0,7.5,10.0,4.0,1.0,4.0,0.0,4.0,0.0,1.0,65.0,1.0,3.0
300809302,2.0,2.0,0.5,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,48.0,2.0,3.0
300809304,12.64,5.0,5.5,5.0,8.5,3.0,0.0,2.5,3.5,2.0,1.0,5.5,10.0,16.0,2.0,3.0
300809904,5.21,8.0,3.0,1.0,1.0,4.25,1.5,0.5,2.0,1.0,5.0,2.0,9.83,25.0,2.0,3.0
300810303,6.83,5.0,3.0,6.0,9.25,1.0,3.66,1.0,0.0,0.0,2.0,0.5,4.5,19.0,1.0,3.0
300810901,7.0,13.0,4.25,1.0,0.25,4.0,4.0,1.5,0.0,0.0,6.0,2.0,4.44,39.0,2.0,3.0
300811101,2.89,1.5,8.0,5.0,7.0,1.0,1.75,3.0,1.0,1.0,0.0,1.0,6.66,37.0,1.0,3.0
300812902,1.25,5.0,7.33,0.0,0.0,0.5,3.33,0.75,1.0,0.0,0.0,0.0,1.0,65.0,2.0,3.0
300812903,5.5,11.0,6.41,2.0,7.5,0.5,3.0,7.96,2.0,0.0,3.0,0.0,0.75,15.0,1.0,3.0
300813004,9.75,11.0,1.66,1.0,2.0,1.13,0.0,1.98,0.0,0.5,5.0,3.0,3.07,32.0,2.0,3.0
300813802,8.33,7.0,1.5,1.0,8.5,7.5,1.5,5.5,0.0,1.0,8.0,2.0,11.0,34.0,2.0,3.0
300814802,5.04,9.0,2.0,2.0,2.0,6.0,3.5,3.0,5.0,4.0,14.0,2.0,20.0,12.0,1.0,3.0
400100101,9.5,10.0,8.0,3.0,2.0,11.0,8.75,2.0,0.0,10.0,16.0,2.0,9.25,62.0,1.0,4.0
400100901,2.25,6.0,4.0,0.0,2.0,2.0,5.5,0.0,0.0,1.0,1.5,2.25,8.5,76.0,2.0,4.0
400101101,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.66,3.0,,,
400101601,0.5,0.25,0.5,0.0,1.5,0.0,3.75,0.25,0.5,0.0,2.0,0.5,0.0,99.0,2.0,4.0
400101702,10.5,11.0,4.5,2.0,7.2,7.3,3.0,3.0,2.0,0.0,5.5,2.0,17.66,31.0,1.0,4.0
400102301,8.16,7.0,1.0,1.0,6.0,3.0,5.0,3.0,0.0,0.0,7.0,1.0,8.0,31.0,1.0,4.0
400102401,5.0,5.0,1.0,1.0,4.0,5.0,5.0,4.0,0.0,0.0,6.0,2.0,7.0,35.0,2.0,4.0
400102601,16.6,8.0,6.0,3.0,1.0,2.0,6.0,2.0,1.25,0.0,15.0,3.0,7.0,32.0,1.0,4.0
400103101,4.0,4.75,2.0,0.0,0.0,6.45,6.0,1.5,2.5,0.0,8.0,2.5,5.0,27.0,1.0,4.0
400103702,13.94,5.0,6.0,2.0,1.5,3.0,4.0,2.0,2.0,0.0,8.0,2.0,10.0,,,
400104004,6.0,3.0,1.75,4.0,2.0,2.4,2.0,2.0,0.0,0.0,5.0,4.0,5.5,,,
400104302,9.08,5.0,2.0,0.0,1.0,8.0,5.0,1.5,1.0,1.0,12.0,1.0,8.0,59.0,2.0,4.0
400104703,7.0,11.0,4.75,4.0,3.55,2.5,6.5,3.0,0.0,0.0,6.5,2.08,6.75,20.0,1.0,4.0
400104902,8.5,4.5,2.0,0.0,5.0,1.5,6.5,6.0,0.0,0.0,6.0,1.0,2.0,36.0,2.0,4.0
400105001,14.0,7.0,0.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,6.0,3.0,2.0,35.0,1.0,4.0
400105102,4.0,4.0,0.0,0.0,1.0,3.0,4.5,1.33,0.0,0.0,0.0,2.0,8.9,24.0,2.0,4.0
400105303,5.0,1.25,2.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,4.25,26.0,2.0,4.0
400105502,6.0,4.5,5.0,0.0,2.0,4.8,2.0,2.0,0.0,1.0,0.0,1.0,5.0,47.0,2.0,4.0
400105601,12.0,6.0,3.0,3.0,3.0,7.0,1.0,3.0,2.0,2.0,5.0,1.0,8.0,,,
400105605,9.25,6.5,16.75,5.0,8.0,3.5,6.5,4.0,1.0,1.0,6.0,2.0,4.5,13.0,2.0,4.0
400200601,6.33,6.0,0.0,1.0,2.5,0.0,4.5,1.5,0.25,0.0,4.0,2.0,7.5,56.0,2.0,4.0
400200802,4.5,2.5,1.0,0.0,0.0,3.33,0.0,1.0,0.5,0.0,0.5,0.0,3.25,45.0,2.0,4.0
400201201,3.5,1.0,0.0,0.0,0.0,1.0,2.0,1.5,0.0,2.0,0.0,0.0,2.25,73.0,1.0,4.0
400201501,3.0,2.5,0.0,0.0,0.0,2.0,1.75,2.0,0.0,0.0,4.0,2.0,2.5,74.0,2.0,4.0
400201901,9.41,8.0,9.0,2.0,5.5,10.0,3.5,5.0,2.5,0.0,0.0,3.0,4.5,37.0,2.0,4.0
400202001,7.23,7.0,4.66,6.0,2.1,2.0,4.0,4.0,2.5,3.0,5.0,2.0,13.0,67.0,1.0,4.0
400203001,10.48,6.0,7.0,2.0,5.0,4.5,0.0,5.0,0.0,0.0,0.0,3.0,11.0,42.0,1.0,4.0
400203003,10.0,3.0,4.5,1.0,7.0,1.5,1.0,2.0,0.0,0.0,1.0,1.0,8.0,14.0,2.0,4.0
400203101,8.25,5.5,4.5,1.0,3.0,1.25,3.5,1.0,0.0,1.0,0.0,0.0,17.5,56.0,2.0,4.0
400203702,9.5,6.0,3.75,2.0,1.0,4.0,3.0,3.0,0.0,0.0,7.0,3.0,7.0,28.0,2.0,4.0
400203802,13.04,8.0,3.0,2.0,2.0,2.0,5.5,4.0,0.0,1.0,2.0,4.0,6.5,56.0,1.0,4.0
400203901,2.25,4.0,3.75,1.0,1.1,4.8,4.0,1.0,0.0,0.0,2.0,3.0,11.5,,,
400204003,9.56,9.0,6.0,2.0,5.0,2.5,5.0,2.5,2.0,0.0,4.0,2.0,6.33,50.0,1.0,4.0
400204204,6.0,6.0,3.25,2.0,8.6,2.0,1.0,2.0,0.0,1.0,6.0,2.66,9.0,35.0,2.0,4.0
400204301,5.55,5.0,0.33,0.0,0.5,8.0,1.33,3.0,0.0,0.0,0.0,3.0,13.16,51.0,1.0,4.0
400204502,6.5,2.0,7.0,3.5,7.0,1.0,3.0,2.0,1.0,0.0,6.5,5.0,10.0,15.0,2.0,4.0
400204802,11.0,5.0,2.25,1.0,1.5,0.4,0.0,0.0,1.0,0.0,2.0,2.0,2.5,30.0,2.0,4.0
400205101,4.0,7.0,2.25,0.0,0.0,6.0,3.0,1.0,0.0,1.0,3.0,2.5,6.5,77.0,2.0,4.0
400205402,11.08,8.0,1.5,3.0,3.0,3.0,4.5,2.0,2.0,2.0,6.0,4.0,7.0,41.0,2.0,4.0
400205403,11.0,7.0,4.75,4.01,13.0,5.0,0.5,2.0,2.0,0.0,7.08,2.0,4.0,17.0,2.0,4.0
400205501,7.0,3.0,4.5,0.0,3.0,2.0,2.0,4.0,1.0,0.0,1.0,2.0,2.5,36.0,2.0,4.0
400206003,15.0,9.0,6.0,5.0,10.0,1.5,9.5,3.5,0.5,0.0,0.0,1.5,10.5,18.0,1.0,4.0
400206401,9.0,6.0,3.5,1.0,4.0,4.0,0.0,0.5,0.0,0.0,4.0,1.0,4.0,58.0,1.0,4.0
400206702,6.25,9.0,10.0,2.0,2.0,6.0,4.0,4.0,3.25,0.0,0.0,2.5,8.5,59.0,1.0,4.0
400206801,5.75,4.0,5.25,1.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,5.0,72.0,1.0,4.0
400207001,6.25,6.5,2.0,5.0,2.5,4.0,7.25,2.0,0.0,2.0,0.0,1.0,8.5,,,
400207102,6.0,5.5,2.0,4.0,5.2,0.0,1.0,4.0,0.0,0.0,2.0,6.0,6.5,21.0,1.0,4.0
400209401,5.0,3.5,6.0,5.0,11.5,3.2,4.5,2.0,1.0,2.0,0.0,2.0,5.5,66.0,1.0,4.0
400210201,1.5,3.0,2.0,1.0,2.0,4.75,5.0,1.5,0.0,0.0,0.0,0.5,12.5,76.0,1.0,4.0
400210504,6.5,6.0,4.75,2.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,2.0,7.5,12.0,2.0,4.0
400302201,6.5,3.33,2.5,0.0,1.0,4.25,1.0,0.33,0.0,2.0,0.0,1.0,1.5,84.0,2.0,4.0
400302502,4.66,5.0,1.25,3.0,5.0,8.0,3.91,0.99,0.75,0.0,2.0,1.0,2.0,47.0,2.0,4.0
400302504,13.0,9.0,4.75,2.0,10.1,10.45,3.33,1.75,0.75,3.0,7.0,1.25,10.5,18.0,1.0,4.0
400302802,7.0,7.0,0.5,1.0,5.0,3.5,3.66,0.0,0.2,0.5,0.0,0.0,3.83,57.0,2.0,4.0
400304502,11.0,3.0,4.0,2.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,2.0,10.0,42.0,2.0,4.0
400304902,9.66,4.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,35.0,1.0,4.0
400305001,7.0,7.0,2.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,8.0,1.0,9.0,38.0,2.0,4.0
400305701,4.41,4.0,3.33,0.0,2.0,2.5,1.83,0.5,0.0,1.0,0.0,2.0,1.75,75.0,2.0,4.0
400305802,5.0,4.0,0.5,1.0,0.0,5.0,5.0,4.0,0.0,3.0,2.0,3.0,4.75,45.0,2.0,4.0
400306201,12.0,4.5,4.0,1.0,2.0,13.3,10.5,1.0,1.0,3.0,2.0,3.0,14.5,52.0,2.0,4.0
400306301,4.0,7.0,1.25,1.0,2.1,5.0,4.0,1.5,1.5,0.5,1.0,2.0,11.5,61.0,2.0,4.0
400306402,17.0,12.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,9.0,8.0,2.5,22.0,1.0,4.0
400306902,8.66,6.0,2.25,1.0,11.99,5.5,4.5,1.0,0.0,2.0,4.0,1.0,6.0,40.0,2.0,4.0
400307301,10.0,10.75,1.0,1.0,8.5,10.0,2.0,0.0,1.0,0.0,3.0,1.25,2.25,38.0,2.0,4.0
400307603,16.4,17.0,7.5,0.0,3.5,2.0,0.0,1.5,1.0,0.25,2.0,2.0,2.5,19.0,1.0,4.0
400307901,7.0,2.0,2.0,3.0,5.0,0.0,1.5,0.0,0.0,0.0,1.0,0.0,17.0,57.0,2.0,4.0
400308601,6.0,6.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,10.5,47.0,2.0,4.0
400308801,8.75,5.0,4.0,2.0,3.0,2.5,7.0,1.0,0.0,0.0,4.0,3.0,10.5,,,
400309101,4.5,2.0,4.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,70.0,2.0,4.0
400309503,4.0,5.0,1.0,1.0,2.0,4.5,4.25,1.0,0.0,1.0,0.0,2.0,7.0,63.0,2.0,4.0
400310003,10.59,18.0,3.75,2.0,1.0,6.0,4.0,1.0,0.5,0.0,5.0,2.0,6.5,,,
400310502,4.75,6.5,9.0,3.0,3.0,14.5,2.25,1.5,1.5,1.0,0.0,0.0,26.0,18.0,2.0,4.0
400310702,17.0,4.5,1.0,0.0,0.0,2.0,4.0,2.0,0.0,2.0,0.0,2.0,1.0,59.0,2.0,4.0
400311002,12.0,7.0,3.5,0.0,9.0,0.0,2.5,2.0,2.0,0.0,0.0,8.0,3.5,14.0,2.0,4.0
400312101,6.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,3.5,48.0,2.0,4.0
400312301,13.99,9.0,3.0,3.0,1.0,3.0,1.0,0.0,0.0,4.0,2.0,1.0,5.0,50.0,1.0,4.0
400312402,7.0,6.0,5.0,2.0,5.0,6.0,1.0,2.0,1.0,2.0,4.0,2.0,6.0,21.0,2.0,4.0
400312901,4.83,2.0,3.0,2.0,10.99,5.0,3.5,1.0,0.0,0.0,1.0,4.0,10.0,19.0,2.0,4.0
